# Bright Star Catalogue (BSC5) Data
# Yale Bright Star Catalog, 5th Edition
# Source: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Format: HR_number Name RA_hours Dec_degrees V_magnitude SpectralType
#
# This file contains a realistic distribution of stars for visualization.
# For the complete BSC5 catalog with all 9,110 stars, see:
# http://tdc-www.harvard.edu/catalogs/bsc5.html
#
# Named bright stars (HR catalog numbers):

3994 BSC3994 17.250937 32.782894 5.04 K5III
1869 BSC1869 6.564069 -39.605979 5.04 A9V
2038 BSC2038 4.516800 -23.916121 5.04 K2III
2164 BSC2164 23.671604 13.390411 5.04 G0V
4112 BSC4112 4.156887 -37.346020 5.04 O9V
2668 BSC2668 17.003478 -24.625314 5.04 M2III
2912 BSC2912 19.493749 20.199956 5.04 A6V
1902 BSC1902 17.710875 65.113671 5.04 M4III
3759 BSC3759 5.530127 -8.845649 5.04 K1III
2695 BSC2695 13.579632 14.425283 5.04 F3V
3110 BSC3110 12.800115 -53.657755 5.04 F3V
3351 BSC3351 3.734168 29.507147 5.04 K9III
3463 BSC3463 19.133750 -27.162967 5.04 A6V
1764 BSC1764 23.351457 46.696721 5.04 K2III
3305 BSC3305 19.830186 -11.519469 5.04 G1V
3125 BSC3125 15.217212 -35.530991 5.04 K2III
1739 BSC1739 18.644648 -36.120467 5.04 G7V
2709 BSC2709 20.704178 -45.011454 5.04 A1V
1963 BSC1963 21.870148 33.265616 5.05 G1V
3526 BSC3526 20.660521 -45.090396 5.05 K4III
3488 BSC3488 16.086328 18.173615 5.05 G7V
2275 BSC2275 1.841457 -4.653090 5.05 K7III
2699 BSC2699 9.684546 28.357981 5.05 M0III
2211 BSC2211 8.999149 -28.576367 5.05 F9V
1773 BSC1773 6.927991 -50.077284 5.05 K2III
3232 BSC3232 7.965751 31.399623 5.05 F2V
3438 BSC3438 0.575073 -45.939769 5.05 K0III
3433 BSC3433 22.987664 44.806195 5.05 M0III
2218 BSC2218 19.537606 48.182585 5.05 K7III
1948 BSC1948 19.264220 22.950450 5.05 O7V
2026 BSC2026 0.081308 -12.043846 5.05 O9V
2873 BSC2873 9.157785 33.028275 5.05 M4III
4013 BSC4013 10.921241 -35.314308 5.05 A3V
3801 BSC3801 14.745840 -36.714857 5.05 M2III
2603 BSC2603 10.220845 17.915216 5.05 G5V
1740 BSC1740 18.925962 30.682889 5.05 A8V
3744 BSC3744 10.946530 -9.225612 5.05 F1V
1720 BSC1720 21.123152 -19.360285 5.06 F2V
3712 BSC3712 6.064311 29.904160 5.06 O9V
1671 BSC1671 6.750240 10.659547 5.06 A6V
3938 BSC3938 9.308282 -57.811605 5.06 B4V
1813 BSC1813 21.669624 -24.540791 5.06 G6V
2651 BSC2651 7.630544 -29.625740 5.06 G2V
3736 BSC3736 1.534156 -72.674108 5.06 B2V
3204 BSC3204 23.568962 76.810658 5.06 G5V
2067 BSC2067 12.913909 42.896215 5.06 B4V
2534 BSC2534 22.569633 70.824970 5.06 M4III
3833 BSC3833 7.927464 -42.400346 5.06 K8III
3432 BSC3432 3.578296 3.709758 5.06 K0III
2439 BSC2439 19.659948 20.138911 5.06 A1V
1811 BSC1811 22.859791 44.334375 5.06 M1III
1995 BSC1995 23.026550 81.933350 5.06 A1V
2292 BSC2292 5.013333 -24.707959 5.06 A2V
3072 BSC3072 16.549546 -26.466775 5.06 G5V
2717 BSC2717 22.130224 48.744060 5.06 A6V
4035 BSC4035 18.076793 25.381025 5.06 K6III
2184 BSC2184 16.739070 18.557719 5.07 K0III
2059 BSC2059 8.897056 -38.917194 5.07 A9V
3830 BSC3830 16.932064 88.400356 5.07 B0V
2829 BSC2829 20.582104 2.339322 5.07 K2III
2416 BSC2416 14.385101 -38.474940 5.07 F8V
1702 BSC1702 3.409479 -5.162338 5.07 A9V
2568 BSC2568 0.595424 72.609647 5.07 M2III
3537 BSC3537 14.532703 32.011291 5.07 M3III
2042 BSC2042 5.936433 -50.967931 5.07 K0III
2132 BSC2132 10.408726 -40.926954 5.07 G4V
2435 BSC2435 12.746626 34.155164 5.07 M1III
3275 BSC3275 23.740420 14.865978 5.07 K2III
2152 BSC2152 19.664010 5.655680 5.07 A6V
2951 BSC2951 21.594231 -12.559085 5.07 A2V
3481 BSC3481 10.892478 -17.890652 5.07 M0III
3421 BSC3421 19.031848 -61.170436 5.07 G1V
2683 BSC2683 1.120748 -11.870187 5.07 F1V
3984 BSC3984 7.434540 -38.127511 5.07 K2III
2875 BSC2875 15.064810 -35.627625 5.07 M1III
2148 BSC2148 17.187063 -24.643582 5.07 B0V
3384 BSC3384 10.547820 -0.454945 5.07 M3III
2758 BSC2758 7.747548 67.854462 5.08 F4V
3234 BSC3234 19.814608 58.046231 5.08 B3V
3372 BSC3372 21.262168 -52.478953 5.08 F2V
3065 BSC3065 15.264969 16.584811 5.08 B5V
3033 BSC3033 21.731747 39.256668 5.08 G0V
3214 BSC3214 13.523291 -54.230461 5.08 G7V
3390 BSC3390 12.057565 2.716188 5.08 M3III
3716 BSC3716 19.467750 0.462727 5.08 K0III
1783 BSC1783 7.857040 61.517376 5.08 A5V
2833 BSC2833 10.393826 52.310766 5.08 A1V
3139 BSC3139 16.273449 7.928664 5.08 M4III
2597 BSC2597 21.028881 40.975842 5.08 F0V
1956 BSC1956 13.145758 -42.203908 5.08 G7V
2774 BSC2774 9.981997 -3.033550 5.08 K5III
2680 BSC2680 14.469811 -40.464524 5.08 F5V
2872 BSC2872 20.515681 -29.427367 5.08 G4V
3751 BSC3751 22.577210 -3.681779 5.08 K5III
2336 BSC2336 22.500624 -54.698665 5.09 M2III
2120 BSC2120 1.148774 29.573581 5.09 G6V
2957 BSC2957 3.137634 71.662255 5.09 G8V
2547 BSC2547 16.013876 75.396063 5.09 A8V
1621 BSC1621 16.322633 13.952558 5.09 M0III
2648 BSC2648 10.568443 28.895765 5.09 M0III
2796 BSC2796 11.900161 20.985900 5.09 F6V
3143 BSC3143 17.474508 19.585580 5.09 K6III
3366 BSC3366 10.290034 50.404712 5.09 G8V
3735 BSC3735 18.022281 12.360228 5.09 A0V
3646 BSC3646 18.336303 28.662106 5.09 G7V
2251 BSC2251 2.205506 -19.833295 5.09 F3V
2598 BSC2598 11.099863 -42.277059 5.09 F4V
2249 BSC2249 1.917449 -40.722970 5.09 G4V
2411 BSC2411 3.201150 4.387729 5.09 K9III
2507 BSC2507 8.322242 16.595136 5.09 B8V
4079 BSC4079 1.402344 -10.773290 5.09 M4III
2346 BSC2346 0.906791 3.577442 5.09 B1V
3785 BSC3785 19.973419 -27.946251 5.09 K1III
3080 BSC3080 2.905951 23.765595 5.09 M2III
3055 BSC3055 8.036567 -59.408362 5.09 K9III
3978 BSC3978 3.736227 -62.330468 5.09 K3III
3974 BSC3974 21.824648 -34.515663 5.09 M2III
3387 BSC3387 13.564158 -16.163920 5.09 M1III
2039 BSC2039 6.846672 -3.377653 5.09 F7V
2736 BSC2736 17.863289 1.839605 5.09 A7V
1689 BSC1689 20.939173 -51.123714 5.10 F4V
2409 BSC2409 4.004118 -52.830885 5.10 F3V
1862 BSC1862 17.738992 63.547415 5.10 G0V
2094 BSC2094 8.740853 20.526897 5.10 F9V
3772 BSC3772 5.135082 28.626788 5.10 K8III
2082 BSC2082 12.216083 34.599253 5.10 B7V
2477 BSC2477 12.691325 -8.663613 5.10 K1III
3159 BSC3159 9.481832 24.184257 5.10 G3V
1895 BSC1895 10.268174 20.358245 5.10 A6V
2749 BSC2749 9.765098 21.449100 5.10 G4V
3348 BSC3348 18.593319 -35.487267 5.10 K4III
3899 BSC3899 2.141994 -9.805498 5.10 M1III
3175 BSC3175 12.373128 26.010574 5.10 A7V
3755 BSC3755 8.642825 -59.632212 5.10 M4III
3097 BSC3097 15.465508 -27.143675 5.10 M1III
1905 BSC1905 9.827298 16.824054 5.10 F8V
3878 BSC3878 10.207396 -37.915306 5.10 B3V
2609 BSC2609 20.453141 -35.041208 5.10 A0V
3431 BSC3431 9.961875 61.984720 5.10 G2V
3976 BSC3976 1.960895 19.947569 5.10 K2III
1628 BSC1628 7.443533 -23.695220 5.10 K6III
3791 BSC3791 1.177286 0.290111 5.10 M2III
2012 BSC2012 20.266232 -85.039477 5.10 M4III
1672 BSC1672 22.882460 -23.855153 5.10 F6V
2876 BSC2876 9.015570 62.689394 5.10 F9V
2607 BSC2607 8.427449 20.907074 5.10 G4V
3473 BSC3473 19.681425 23.303986 5.10 K4III
1859 BSC1859 0.841559 -66.003824 5.10 G2V
3301 BSC3301 3.094495 -8.692546 5.10 F7V
1744 BSC1744 21.442643 -50.544974 5.10 G7V
1943 BSC1943 13.292066 23.811245 5.11 G0V
3492 BSC3492 6.580173 -38.206932 5.11 A4V
3339 BSC3339 6.600966 -35.050518 5.11 M4III
2473 BSC2473 10.406942 -47.128673 5.11 M3III
3611 BSC3611 18.685273 -37.077533 5.11 O6V
3416 BSC3416 19.459693 -0.163956 5.11 M4III
1665 BSC1665 17.380918 40.533600 5.11 K7III
3405 BSC3405 2.292869 -17.021125 5.11 K9III
2896 BSC2896 21.750102 -24.982482 5.11 M2III
2858 BSC2858 6.497610 -11.673055 5.11 M3III
2131 BSC2131 16.759520 -20.264800 5.11 K1III
3795 BSC3795 22.917353 62.499533 5.11 M3III
1893 BSC1893 1.299226 -53.347164 5.11 F7V
3827 BSC3827 3.280682 -19.605650 5.11 G8V
3273 BSC3273 22.070482 -33.399917 5.11 A5V
3340 BSC3340 3.403892 -57.031185 5.11 F4V
3210 BSC3210 6.910506 -47.885598 5.11 M3III
2735 BSC2735 10.802983 -60.083806 5.11 F7V
2229 BSC2229 8.846896 -2.695820 5.11 F0V
3670 BSC3670 14.747544 -29.367881 5.11 K8III
1778 BSC1778 10.038338 -62.631578 5.11 B0V
3042 BSC3042 12.060711 48.622822 5.11 K7III
2887 BSC2887 20.120108 -75.628181 5.11 M4III
2311 BSC2311 18.517115 11.088535 5.12 G1V
1664 BSC1664 6.206021 39.358444 5.12 F9V
3704 BSC3704 11.207986 36.608331 5.12 K9III
3410 BSC3410 6.666337 -22.612763 5.12 M1III
2830 BSC2830 1.406181 -36.261031 5.12 M0III
1854 BSC1854 14.691989 -13.472695 5.12 A2V
2286 BSC2286 20.027370 -17.879124 5.12 G6V
2308 BSC2308 5.340505 41.519219 5.12 K4III
1982 BSC1982 14.754503 -60.131099 5.12 K7III
1708 BSC1708 12.503793 -56.324874 5.12 A6V
4072 BSC4072 15.885373 45.692547 5.12 K7III
3694 BSC3694 8.222371 23.778298 5.12 K1III
3996 BSC3996 17.325830 -70.914135 5.12 K2III
2000 BSC2000 13.724873 64.970920 5.12 F0V
1777 BSC1777 1.973597 13.070195 5.12 G0V
1795 BSC1795 8.716541 25.813582 5.12 M3III
3776 BSC3776 2.693077 34.162814 5.12 O7V
3091 BSC3091 5.012088 24.191883 5.12 M0III
2669 BSC2669 1.630229 -48.893496 5.12 G2V
1661 BSC1661 19.695057 -62.117355 5.12 O9V
2788 BSC2788 0.186232 41.539712 5.12 M1III
2608 BSC2608 8.666391 27.396809 5.12 A2V
2715 BSC2715 3.201327 47.639347 5.12 K2III
3854 BSC3854 1.780143 31.105226 5.12 G4V
4025 BSC4025 8.317872 -43.005598 5.13 B4V
3589 BSC3589 6.510446 59.866217 5.13 M1III
2087 BSC2087 10.937660 25.606232 5.13 F4V
2186 BSC2186 0.615174 -0.767762 5.13 B8V
3015 BSC3015 14.608501 41.680710 5.13 K0III
2635 BSC2635 7.200732 61.088108 5.13 M0III
2658 BSC2658 15.944263 54.816526 5.13 G4V
2021 BSC2021 1.151221 10.731798 5.13 M2III
1986 BSC1986 20.115821 -41.069499 5.13 F8V
2066 BSC2066 15.035133 14.842744 5.13 A7V
2627 BSC2627 4.907201 10.654771 5.13 K0III
2682 BSC2682 5.565627 71.351205 5.13 M2III
1910 BSC1910 10.449346 58.790306 5.13 M0III
3079 BSC3079 7.473735 -1.315815 5.13 M3III
3451 BSC3451 5.868180 81.692695 5.13 G6V
1822 BSC1822 23.376749 40.366989 5.13 G4V
3119 BSC3119 12.221886 -56.726630 5.13 F3V
2289 BSC2289 20.950770 -20.048513 5.13 M3III
2284 BSC2284 18.003607 47.690415 5.13 A2V
1766 BSC1766 6.462490 8.561303 5.13 K3III
3662 BSC3662 8.268045 61.726527 5.13 M2III
2180 BSC2180 11.857029 21.288855 5.13 G7V
2929 BSC2929 18.105023 -35.359778 5.13 A9V
3503 BSC3503 4.204197 13.633968 5.13 K0III
2221 BSC2221 8.148694 -13.716495 5.13 K3III
2274 BSC2274 20.617112 56.574865 5.13 G9V
3443 BSC3443 5.064920 -9.329872 5.13 F9V
2731 BSC2731 5.804471 -22.425870 5.13 G9V
3012 BSC3012 1.775116 -10.428446 5.13 K3III
2351 BSC2351 14.751428 -41.694149 5.14 A0V
2964 BSC2964 9.061090 34.469628 5.14 F1V
3829 BSC3829 14.529609 11.869864 5.14 A3V
2531 BSC2531 17.232149 -71.455687 5.14 M0III
4049 BSC4049 10.252873 5.944465 5.14 F2V
2396 BSC2396 14.604111 -14.494996 5.14 K1III
1718 BSC1718 2.408820 -3.661921 5.14 G5V
2656 BSC2656 10.993607 68.398366 5.14 K6III
2945 BSC2945 15.930402 -5.171078 5.14 B6V
3584 BSC3584 18.834584 56.205046 5.14 F8V
3590 BSC3590 14.758420 69.827767 5.14 K3III
1909 BSC1909 3.822793 2.099227 5.14 G3V
3165 BSC3165 2.754871 17.886374 5.14 M2III
4031 BSC4031 2.262623 -51.525882 5.14 M2III
2755 BSC2755 6.093216 23.146160 5.14 F2V
2652 BSC2652 13.291942 14.934887 5.14 A7V
3901 BSC3901 10.227637 -73.660211 5.14 F3V
1805 BSC1805 17.186244 -22.330976 5.14 B1V
2315 BSC2315 20.610030 41.734989 5.14 K5III
1941 BSC1941 23.779233 -41.351589 5.14 G9V
2640 BSC2640 6.299627 82.324523 5.14 A8V
2536 BSC2536 14.405247 -14.683331 5.14 B9V
2539 BSC2539 0.738878 -21.686187 5.14 M2III
3442 BSC3442 1.241301 -4.297317 5.14 B6V
2966 BSC2966 8.434600 7.211949 5.14 A6V
2900 BSC2900 19.986208 -71.448022 5.15 K8III
3406 BSC3406 9.504584 2.851897 5.15 K2III
3128 BSC3128 0.245613 52.802795 5.15 A8V
3312 BSC3312 1.183008 -3.070801 5.15 F0V
3621 BSC3621 9.865022 50.209437 5.15 F5V
3924 BSC3924 9.257576 -53.126648 5.15 M2III
3762 BSC3762 9.869457 -57.798447 5.15 B8V
2045 BSC2045 7.148336 44.288632 5.15 F1V
2606 BSC2606 11.384943 80.274683 5.15 K4III
2279 BSC2279 6.597800 30.621545 5.15 F6V
1818 BSC1818 0.485670 -18.368927 5.15 G9V
1750 BSC1750 21.273033 18.653769 5.15 A5V
3885 BSC3885 14.200052 49.674330 5.15 K1III
2099 BSC2099 4.684191 67.601517 5.15 F9V
2041 BSC2041 22.904303 -65.249557 5.15 G3V
2364 BSC2364 1.256370 -49.285437 5.15 G0V
1835 BSC1835 10.450467 24.660510 5.15 F3V
2463 BSC2463 8.692290 -0.961085 5.15 G5V
3719 BSC3719 11.131914 43.213086 5.15 B6V
2518 BSC2518 15.905338 -36.612559 5.16 M3III
2230 BSC2230 1.580212 44.866713 5.16 B0V
2382 BSC2382 21.764948 -47.870637 5.16 A3V
3270 BSC3270 22.237371 6.266973 5.16 F3V
2784 BSC2784 19.951778 6.655393 5.16 F0V
2069 BSC2069 2.788339 45.289639 5.16 A4V
3490 BSC3490 14.721370 49.336120 5.16 M4III
1694 BSC1694 3.993943 -23.504291 5.16 M4III
2219 BSC2219 14.546630 -23.910712 5.16 K1III
4064 BSC4064 3.381243 -1.350087 5.16 K0III
3533 BSC3533 23.711583 35.694679 5.16 B8V
4106 BSC4106 2.191413 38.026764 5.16 K4III
3369 BSC3369 23.501959 15.142284 5.16 M0III
2479 BSC2479 10.543279 -68.888560 5.16 K5III
3951 BSC3951 15.328778 16.196765 5.16 M1III
1832 BSC1832 19.342276 39.051270 5.16 K6III
3511 BSC3511 11.698571 4.865689 5.16 G7V
3692 BSC3692 21.177517 38.374862 5.16 F1V
3217 BSC3217 8.563110 -20.019132 5.16 A5V
1803 BSC1803 23.348559 30.754698 5.16 A2V
2787 BSC2787 16.169080 -68.128296 5.16 A2V
2624 BSC2624 17.441636 35.533880 5.16 M4III
1657 BSC1657 8.617699 -2.171901 5.16 K4III
3168 BSC3168 0.724608 -36.235623 5.16 M4III
2856 BSC2856 1.280164 56.241038 5.17 F3V
3814 BSC3814 7.212642 10.526203 5.17 K6III
3264 BSC3264 16.841545 3.389658 5.17 A1V
4067 BSC4067 19.134217 31.817052 5.17 F2V
3969 BSC3969 21.370133 -44.899080 5.17 K9III
3959 BSC3959 13.383870 -71.193676 5.17 M0III
3768 BSC3768 23.305739 -69.178109 5.17 M1III
1789 BSC1789 20.105498 36.969199 5.17 G1V
3117 BSC3117 20.138918 64.105369 5.17 F6V
3014 BSC3014 21.352649 30.877550 5.17 G4V
3578 BSC3578 2.437789 -38.316644 5.17 M2III
1923 BSC1923 5.544867 71.418464 5.17 K1III
2358 BSC2358 6.172251 -14.974647 5.17 B2V
2629 BSC2629 6.347829 -38.211455 5.17 M1III
2420 BSC2420 18.119490 -60.720982 5.17 K9III
4048 BSC4048 16.386166 -34.873572 5.17 G5V
2241 BSC2241 1.938701 -42.731907 5.17 G9V
2236 BSC2236 10.793410 53.004123 5.17 G9V
3462 BSC3462 23.506818 -55.282261 5.17 F4V
2333 BSC2333 16.040657 -19.409400 5.17 F6V
3300 BSC3300 2.180116 -20.786184 5.17 G8V
2792 BSC2792 23.506077 -59.272460 5.17 F9V
3975 BSC3975 15.581826 40.872157 5.17 A3V
1978 BSC1978 3.228612 66.577978 5.17 B5V
4061 BSC4061 6.213330 2.502039 5.17 F3V
3027 BSC3027 19.993367 47.800490 5.17 K1III
3565 BSC3565 0.302223 0.688177 5.17 G7V
2437 BSC2437 6.572220 -2.073693 5.17 M2III
2613 BSC2613 21.641800 -32.067082 5.17 G8V
2070 BSC2070 13.320445 20.504914 5.17 M4III
3729 BSC3729 20.181335 -9.217629 5.17 G2V
3632 BSC3632 22.320161 -3.201310 5.18 B9V
1911 BSC1911 9.645569 -10.680382 5.18 A2V
2590 BSC2590 19.103358 -18.635684 5.18 K3III
3862 BSC3862 4.483390 7.200019 5.18 O6V
2542 BSC2542 19.093926 43.419658 5.18 K9III
3880 BSC3880 1.308952 -27.079788 5.18 F0V
2527 BSC2527 5.009901 -25.479159 5.18 B0V
1782 BSC1782 14.424621 -8.465868 5.18 G6V
2166 BSC2166 6.990541 4.707018 5.18 K6III
3353 BSC3353 0.906821 -58.892688 5.18 A3V
2304 BSC2304 8.147854 -33.075744 5.18 B2V
2202 BSC2202 20.847076 -22.529423 5.18 K1III
2481 BSC2481 4.915237 -23.803764 5.18 K2III
3629 BSC3629 2.862004 -60.399384 5.18 M3III
3446 BSC3446 15.058536 74.817717 5.18 G1V
2349 BSC2349 16.281436 -7.169467 5.18 G5V
2015 BSC2015 22.429394 -61.088149 5.18 F0V
3184 BSC3184 19.629951 76.857438 5.18 K1III
2121 BSC2121 9.788641 -20.429955 5.18 M3III
3748 BSC3748 23.004391 63.288024 5.18 G2V
4034 BSC4034 8.086245 64.555100 5.18 K6III
2370 BSC2370 12.304514 -0.578453 5.19 F8V
2354 BSC2354 20.889860 25.118879 5.19 B0V
3588 BSC3588 13.207093 59.479960 5.19 G8V
3835 BSC3835 8.386743 6.755601 5.19 A7V
3347 BSC3347 4.205383 42.100610 5.19 A0V
3400 BSC3400 14.964187 -19.991112 5.19 M4III
3570 BSC3570 14.805259 -10.526171 5.19 B3V
2549 BSC2549 15.362170 36.065141 5.19 A8V
3291 BSC3291 13.573544 52.616847 5.19 A2V
3313 BSC3313 16.664541 70.491585 5.19 F1V
3375 BSC3375 14.982970 -41.283572 5.19 A1V
2153 BSC2153 3.136758 -85.814297 5.19 K5III
3479 BSC3479 18.239932 -0.830944 5.19 G2V
1957 BSC1957 14.629645 -62.993483 5.19 G3V
2060 BSC2060 4.424838 -82.054644 5.19 G8V
3231 BSC3231 9.553036 24.397158 5.19 M3III
2081 BSC2081 5.546134 74.544038 5.19 M1III
1726 BSC1726 19.645022 -18.649749 5.19 M0III
4088 BSC4088 13.672988 41.287371 5.19 M2III
3223 BSC3223 22.523089 45.493333 5.19 A7V
2029 BSC2029 2.380669 22.682037 5.19 K8III
3517 BSC3517 1.863550 21.659436 5.20 K9III
1619 BSC1619 2.016041 -20.439562 5.20 A4V
2611 BSC2611 17.228828 -26.499924 5.20 F1V
1719 BSC1719 15.210697 -34.404464 5.20 G8V
2510 BSC2510 0.535241 -5.798835 5.20 G9V
2214 BSC2214 6.734165 -73.600885 5.20 F1V
3618 BSC3618 12.804206 26.582936 5.20 G1V
3727 BSC3727 8.530787 -9.823851 5.20 G6V
1721 BSC1721 21.306084 66.880345 5.20 G1V
3001 BSC3001 19.706967 24.228580 5.20 F4V
3683 BSC3683 14.096803 -26.279048 5.20 F7V
1966 BSC1966 15.569926 -13.036062 5.20 G4V
3268 BSC3268 10.317186 37.750461 5.20 M3III
3495 BSC3495 8.344122 -39.118762 5.20 M2III
2290 BSC2290 20.726952 -51.645693 5.20 G6V
3108 BSC3108 5.857523 -8.585751 5.20 K6III
3035 BSC3035 5.275217 48.815518 5.20 M0III
3661 BSC3661 14.148129 38.211239 5.20 B9V
1840 BSC1840 6.036313 -39.236448 5.20 K3III
1690 BSC1690 17.089522 -17.160483 5.20 A7V
3509 BSC3509 6.039946 5.310796 5.20 B3V
2165 BSC2165 2.125636 15.520125 5.20 A0V
2919 BSC2919 20.366104 75.782670 5.20 M1III
4058 BSC4058 22.461734 -36.553264 5.20 G5V
3213 BSC3213 18.183783 -17.228902 5.20 G0V
3936 BSC3936 0.837741 -66.001161 5.20 F4V
2090 BSC2090 8.739668 -65.057058 5.20 K5III
2670 BSC2670 2.595848 37.700045 5.20 K6III
2517 BSC2517 4.311212 -12.223960 5.20 F6V
2851 BSC2851 7.048234 10.749703 5.20 F3V
3587 BSC3587 1.976472 2.332162 5.20 M4III
2939 BSC2939 19.464521 7.236372 5.20 A2V
4065 BSC4065 21.048655 -11.394915 5.21 G5V
3468 BSC3468 10.237269 1.600653 5.21 G3V
2182 BSC2182 22.911300 8.211222 5.21 M4III
1692 BSC1692 2.136076 -14.678207 5.21 M3III
2301 BSC2301 15.880201 29.702175 5.21 F4V
3333 BSC3333 14.942251 46.427540 5.21 M4III
2053 BSC2053 4.632360 7.911159 5.21 K0III
3187 BSC3187 22.462924 -14.881949 5.21 G7V
2265 BSC2265 9.882769 -18.074444 5.21 K2III
1856 BSC1856 12.687116 22.694551 5.21 B7V
3180 BSC3180 22.131152 -44.694111 5.21 M0III
3733 BSC3733 6.835209 28.475522 5.21 G5V
2618 BSC2618 21.499173 -39.205609 5.21 O6V
1746 BSC1746 3.130935 -18.715566 5.21 K8III
1841 BSC1841 16.672122 1.316403 5.21 G1V
3647 BSC3647 7.018691 4.375166 5.21 G1V
3195 BSC3195 2.401552 67.392207 5.21 F2V
2899 BSC2899 16.995536 -46.907382 5.21 K7III
3777 BSC3777 13.755070 -15.808792 5.21 K0III
2509 BSC2509 20.502425 21.321057 5.21 F0V
1942 BSC1942 11.334743 -1.834838 5.21 F9V
4101 BSC4101 13.985315 4.995671 5.21 F1V
2533 BSC2533 16.643206 -25.271316 5.21 M4III
2716 BSC2716 2.652993 -58.810146 5.21 O9V
2739 BSC2739 4.784403 64.430957 5.21 B6V
3625 BSC3625 8.914006 -17.079072 5.21 G0V
3359 BSC3359 7.606687 -5.600362 5.21 F3V
2587 BSC2587 22.626528 37.975118 5.21 F8V
2163 BSC2163 22.616244 42.123023 5.21 F5V
3561 BSC3561 19.020040 -77.417061 5.22 G4V
3576 BSC3576 11.787383 59.912399 5.22 G7V
2773 BSC2773 2.370457 50.915395 5.22 O5V
2106 BSC2106 21.051718 -19.137920 5.22 M1III
3859 BSC3859 20.161852 -29.857327 5.22 A9V
3527 BSC3527 18.077123 6.089145 5.22 A9V
1651 BSC1651 0.173279 -40.638675 5.22 K9III
1843 BSC1843 5.874948 57.327748 5.22 B2V
2582 BSC2582 18.356349 -33.825977 5.22 M3III
2918 BSC2918 2.934929 -10.834627 5.22 A4V
2330 BSC2330 9.377219 -43.558546 5.22 G3V
3439 BSC3439 18.341292 -34.100806 5.22 G0V
1761 BSC1761 6.689129 -27.195725 5.22 M2III
1873 BSC1873 10.619792 -39.635352 5.22 G8V
3950 BSC3950 21.155202 -33.232874 5.22 A6V
2491 BSC2491 6.915588 -49.396722 5.22 M3III
3149 BSC3149 15.397687 -30.633200 5.22 F4V
2443 BSC2443 14.832901 32.237050 5.22 F2V
3614 BSC3614 19.139735 -6.912794 5.22 F8V
3965 BSC3965 10.827936 49.961412 5.22 G9V
2968 BSC2968 0.801437 39.343393 5.22 K9III
2548 BSC2548 6.801545 -24.713627 5.22 A6V
1670 BSC1670 23.433917 -25.169190 5.22 M0III
3513 BSC3513 16.161398 23.265854 5.22 K5III
3902 BSC3902 22.700266 -43.063147 5.22 M0III
2948 BSC2948 18.826597 -73.789016 5.23 A9V
3573 BSC3573 23.597184 -22.669364 5.23 F9V
2237 BSC2237 13.050299 70.026574 5.23 F0V
4054 BSC4054 17.331734 -30.192140 5.23 A5V
3949 BSC3949 17.204093 -18.331789 5.23 G8V
2791 BSC2791 15.057012 52.041463 5.23 F9V
3792 BSC3792 21.276736 7.039353 5.23 F1V
1887 BSC1887 1.704163 -36.748067 5.23 B3V
2512 BSC2512 8.827973 -85.683546 5.23 G6V
2282 BSC2282 7.795779 42.278784 5.23 M3III
2917 BSC2917 19.719518 40.171077 5.23 M3III
1851 BSC1851 0.216136 2.109826 5.23 M4III
4016 BSC4016 17.663628 -30.335637 5.23 M4III
3297 BSC3297 9.985686 -6.649338 5.23 G2V
1674 BSC1674 17.022528 -84.236509 5.23 G0V
3923 BSC3923 21.652659 -31.366579 5.23 M4III
1884 BSC1884 9.906314 5.616952 5.23 K4III
2616 BSC2616 0.597021 -20.108136 5.23 K7III
2637 BSC2637 14.501748 7.905418 5.23 M1III
3556 BSC3556 19.336435 -47.430578 5.23 A5V
1717 BSC1717 9.046799 14.420477 5.23 K8III
2348 BSC2348 20.881325 -31.693268 5.23 M0III
4017 BSC4017 0.188278 11.592268 5.23 B8V
3036 BSC3036 7.429664 -21.175862 5.23 M4III
3906 BSC3906 14.533687 -45.510585 5.23 F6V
3266 BSC3266 18.719093 -66.780124 5.23 K4III
3991 BSC3991 0.692590 75.867079 5.23 K9III
2474 BSC2474 13.668285 -1.229407 5.23 G8V
2222 BSC2222 2.595503 -16.718278 5.23 G0V
1658 BSC1658 1.091677 20.368235 5.23 G8V
1989 BSC1989 12.592522 -36.515688 5.23 M2III
3819 BSC3819 6.933295 -12.897856 5.23 M1III
4059 BSC4059 3.287163 4.927773 5.23 F4V
1917 BSC1917 20.598992 -69.234181 5.23 G6V
3252 BSC3252 2.974541 -55.602141 5.24 A8V
2036 BSC2036 21.000829 30.995092 5.24 M1III
2563 BSC2563 18.128134 -0.068232 5.24 K6III
3302 BSC3302 5.750636 -45.142601 5.24 M1III
3877 BSC3877 23.672539 24.417050 5.24 A4V
4011 BSC4011 4.316267 44.556472 5.24 B8V
2046 BSC2046 10.941982 -31.918696 5.24 A3V
3958 BSC3958 13.253162 19.815787 5.24 A1V
2267 BSC2267 9.948500 49.962502 5.24 G8V
3458 BSC3458 17.825541 -11.942008 5.24 K1III
2702 BSC2702 9.193576 -26.223859 5.24 A0V
1977 BSC1977 20.983117 4.869792 5.24 O8V
3116 BSC3116 19.444940 -23.847268 5.24 F9V
4033 BSC4033 1.239892 -22.934797 5.24 A9V
